Shift_JIS
"WorkflowListView",a001,"Workflows","ワークフロー",""
"WorkflowListView",a002,"Workflows","ワークフロー",""
"WorkflowListView",a003,"Title","タイトル",""
"WorkflowListView",a004,"Name","名前",""
"WorkflowListView",a005,"Creator","作成者",""
"WorkflowListView",a006,"Requester","申請者",""
"WorkflowListView",a007,"Status","状況",""
"WorkflowListView",a008,"Created On","作成日",""
"WorkflowListView",a009,"Submitted Date","提出日",""
"WorkflowListView",a010,"Workflows created by you.","あなたが作成したワークフロー",""
"WorkflowListView",a011,"Inspect","表示",""
"WorkflowListView",a012,"Edit","編集",""
"WorkflowListView",a013,"Make Copy","コピーを作成",""
"WorkflowListView",a014,"Remove Selection","選択したワークフローをゴミ箱に移動する",""
"WorkflowListView",a015,"Withdraw Selection","選択したワークフローを取り下げる",""
